,teff,logg,period
282,4364.0,4.59,28.42
283,3708.0,4.81,40.883
284,3757.0,4.77,42.256
285,4299.0,4.54,11.004
286,3689.0,4.82,29.504
287,4376.0,4.6,17.421
288,3646.0,4.87,15.954
289,4340.0,4.38,22.128
290,4315.0,4.58,0.54
291,4253.0,4.68,36.521
292,3503.0,4.92,21.537
293,3395.0,4.92,38.195
294,4051.0,4.51,21.441
295,4222.0,4.58,14.279
296,3637.0,5.0,30.32
297,3484.0,4.87,47.46
298,4283.0,4.43,14.253
299,4310.0,4.54,1.541
300,3682.0,4.9,31.927
301,3698.0,4.81,41.629
302,4194.0,4.5,0.911
303,4367.0,4.68,28.263
304,3546.0,4.87,22.776
305,4212.0,4.42,14.884
306,4025.0,4.59,20.713
307,4210.0,4.74,27.251
308,4278.0,4.65,11.374
309,4313.0,4.37,24.972
310,3477.0,4.87,45.399
311,3596.0,4.9,31.916
312,3724.0,4.43,23.039
313,3667.0,4.82,29.671
314,4215.0,4.54,1.255
315,3683.0,4.91,29.484
316,3740.0,4.44,28.49
317,3596.0,4.94,31.637
318,3877.0,4.74,23.766
319,4325.0,4.54,33.472
320,4233.0,4.58,35.898
321,3888.0,4.71,41.977
322,4285.0,4.52,6.737
323,4064.0,4.71,41.696
324,4084.0,4.44,27.394
325,4107.0,4.54,10.069
326,3858.0,4.74,39.309
327,3731.0,4.87,13.02
328,3364.0,4.96,47.476
329,4221.0,4.41,35.352
330,4294.0,4.62,34.573
331,3886.0,4.45,18.931
332,3726.0,4.47,14.702
333,4168.0,4.38,12.715
334,4099.0,4.79,23.831
335,3405.0,4.91,40.373
336,4175.0,4.37,26.158
337,4394.0,4.57,23.539
338,4359.0,4.54,24.324
339,4313.0,4.26,10.802
340,4260.0,4.58,29.555
341,4366.0,4.8,45.337
342,3969.0,4.39,10.925
343,4071.0,4.44,17.456
344,4194.0,4.64,27.077
345,3549.0,4.9,17.267
346,3426.0,4.9,47.076
347,4311.0,4.66,17.531
348,3830.0,4.74,37.868
349,3668.0,4.79,23.058
350,3955.0,4.72,28.01
351,3451.0,5.01,41.747
352,3934.0,4.72,11.447
353,3879.0,4.55,23.035
354,3780.0,4.77,21.284
355,4098.0,4.52,3.564
356,4266.0,4.61,23.615
357,3701.0,4.83,16.18
358,4273.0,4.76,43.778
359,4359.0,4.55,8.937
360,4091.0,4.62,34.659
361,4118.0,4.66,14.811
362,4235.0,4.53,15.091
363,3657.0,4.88,17.958
364,3989.0,4.69,1.054
365,4360.0,4.52,33.318
366,4221.0,4.73,28.161
367,3746.0,4.78,26.683
368,4120.0,4.58,7.082
369,4149.0,4.75,24.465
370,4065.0,4.52,33.194
371,3747.0,4.7,40.327
372,4113.0,4.47,19.02
373,3635.0,4.83,15.768
374,4263.0,4.65,37.328
375,3690.0,4.82,26.048
376,3818.0,4.75,22.331
377,4058.0,4.69,14.249
378,3655.0,4.81,35.736
379,3487.0,4.9,44.591
380,3552.0,4.88,41.276
381,3388.0,4.92,37.226
382,3856.0,4.73,1.838
383,4318.0,4.66,13.01
384,3957.0,4.72,17.921
385,4198.0,4.62,19.71
386,3941.0,4.72,37.427
387,4312.0,4.49,8.479
388,4195.0,4.62,29.939
389,3683.0,4.79,29.141
390,3512.0,4.9,34.452
391,3915.0,4.71,43.062
392,4211.0,4.7,30.314
393,4213.0,4.73,31.084
394,3854.0,4.74,40.282
395,4391.0,4.61,3.11
396,4351.0,4.7,15.316
397,4155.0,4.52,14.672
398,4205.0,4.67,20.989
399,4369.0,4.71,27.996
400,4359.0,4.63,23.969
401,4267.0,4.8,31.236
402,3951.0,4.71,43.575
403,4199.0,4.46,19.244
404,3814.0,4.74,5.821
405,3644.0,4.82,33.144
406,3837.0,4.72,5.227
407,4273.0,4.53,1.688
408,3521.0,4.84,37.207
409,4401.0,4.57,33.995
410,3769.0,4.83,16.781
411,3991.0,4.68,31.906
412,4346.0,4.62,16.462
413,4396.0,4.59,27.088
414,3523.0,4.14,54.579
415,3462.0,4.85,19.64
416,3795.0,4.84,26.149
417,3658.0,4.81,39.309
418,3881.0,4.73,18.011
419,4198.0,4.64,10.74
420,4169.0,4.54,55.567
421,3588.0,4.87,30.28
422,4200.0,4.75,11.472
423,4226.0,4.62,13.123
424,4399.0,4.67,32.906
425,3726.0,4.82,32.99
426,3520.0,4.94,33.536
427,4243.0,4.48,19.235
428,4151.0,4.62,14.906
429,3782.0,4.81,33.559
430,3740.0,4.77,0.638
431,4165.0,4.55,0.497
432,4186.0,4.75,17.174
433,3628.0,4.8,33.811
434,4389.0,4.69,27.47
435,4333.0,4.66,13.061
436,3871.0,4.72,31.635
437,3984.0,4.72,22.842
438,4163.0,4.66,30.401
439,3815.0,4.76,23.633
440,4082.0,4.66,36.964
441,4070.0,4.41,40.756
442,4000.0,4.47,25.72
443,3610.0,4.8,33.532
444,4107.0,4.57,14.413
445,3455.0,4.92,37.726
446,4088.0,4.46,19.241
447,3508.0,4.95,26.84
448,4233.0,4.58,26.898
449,3713.0,4.38,38.626
450,3688.0,4.82,26.162
451,4221.0,4.62,38.957
452,4361.0,4.88,10.946
453,4393.0,4.75,25.558
454,4306.0,4.62,20.05
455,3758.0,4.74,42.527
456,4097.0,4.53,18.328
457,4149.0,4.59,23.988
458,4261.0,4.68,15.284
459,3427.0,4.9,40.263
460,4055.0,4.58,24.902
461,4395.0,4.67,19.04
462,4121.0,4.66,22.011
463,4223.0,4.65,1.363
464,4320.0,4.63,1.939
465,4352.0,4.74,27.568
466,3358.0,4.97,5.066
467,4282.0,4.53,32.777
468,3861.0,4.71,39.506
469,4151.0,4.63,21.904
470,3684.0,4.81,32.137
471,4108.0,4.54,0.417
472,3500.0,4.97,13.841
473,4296.0,4.67,30.565
474,4221.0,4.69,27.285
475,3946.0,4.51,30.197
476,3910.0,4.28,22.308
477,4311.0,4.61,18.714
478,4185.0,4.71,28.712
479,3910.0,4.72,39.611
480,4290.0,4.67,24.593
481,4090.0,4.59,21.891
482,4206.0,4.61,28.569
483,3791.0,4.78,20.591
484,3346.0,5.07,52.676
485,3519.0,4.09,18.765
486,4357.0,4.74,41.719
487,4108.0,4.64,34.478
488,4256.0,4.57,23.406
489,4312.0,4.54,17.896
490,4304.0,4.41,23.883
491,4213.0,4.59,27.832
492,3919.0,4.5,17.982
493,4290.0,4.63,29.785
494,4343.0,4.68,44.618
495,4251.0,4.6,48.991
496,4340.0,4.64,13.859
497,4116.0,4.38,8.008
498,3811.0,4.77,33.442
499,4316.0,4.67,16.235
500,3483.0,4.87,29.969
501,3725.0,4.78,39.993
502,4152.0,4.55,15.156
503,4209.0,4.46,0.409
504,4188.0,4.51,11.724
505,3399.0,5.06,38.086
506,3928.0,4.44,25.483
507,4214.0,4.57,36.216
508,4295.0,4.61,24.098
509,4208.0,4.56,19.657
510,4025.0,4.45,5.926
511,4262.0,4.5,13.88
512,3853.0,4.34,31.556
513,3519.0,4.84,48.422
514,3825.0,4.33,0.388
515,4171.0,4.54,14.183
516,4310.0,4.64,29.288
517,3827.0,4.43,20.777
518,3549.0,4.87,28.778
519,3546.0,4.89,19.879
520,4258.0,4.61,16.989
521,4319.0,4.61,33.494
522,3436.0,4.99,31.52
523,4111.0,4.55,21.379
524,3895.0,4.74,28.698
525,4107.0,4.58,43.779
526,3794.0,4.79,39.443
527,4364.0,4.64,33.327
528,4117.0,4.55,12.658
529,4098.0,4.63,14.37
530,4222.0,4.61,20.387
531,4066.0,4.38,37.803
532,4396.0,4.7,27.975
533,4095.0,4.57,16.1
534,4396.0,4.57,29.286
535,4116.0,4.52,1.79
536,4317.0,4.68,20.455
537,4294.0,4.81,10.776
538,4217.0,4.34,4.252
539,4147.0,4.46,30.363
540,3581.0,4.86,38.976
541,4203.0,4.59,27.067
542,4171.0,4.52,12.293
543,3920.0,4.74,31.149
544,4059.0,4.63,39.739
545,3902.0,4.73,18.532
546,3925.0,4.72,14.442
547,3941.0,4.71,12.426
548,4154.0,4.41,30.977
549,4394.0,4.64,32.042
550,3509.0,4.89,40.903
551,3986.0,4.68,28.803
552,3981.0,4.48,31.439
553,3909.0,4.76,15.051
554,4261.0,4.45,28.887
555,3886.0,4.72,24.383
556,3949.0,4.54,15.144
557,4193.0,4.49,19.054
558,3527.0,4.88,26.378
559,4316.0,4.57,20.731
560,3614.0,4.25,47.672
561,3831.0,4.74,36.295
562,4172.0,4.52,18.212
563,3940.0,4.72,26.954
564,3802.0,4.75,15.899
565,4223.0,4.61,11.867
566,3993.0,4.52,13.412
567,3530.0,4.9,32.857
568,4236.0,4.5,12.867
569,4309.0,4.64,15.235
570,4265.0,4.76,35.56
571,3529.0,4.9,39.087
572,3344.0,4.98,48.324
573,4343.0,4.44,2.648
574,3577.0,4.87,28.105
575,3687.0,4.87,23.888
576,4298.0,4.55,34.313
577,4216.0,4.54,2.975
578,4224.0,4.53,19.838
579,4248.0,4.67,31.258
580,4102.0,4.45,11.321
581,4389.0,4.81,19.575
582,4346.0,4.66,12.807
583,3544.0,4.87,42.959
584,3579.0,4.87,5.454
585,3863.0,4.79,26.145
586,3742.0,4.74,17.096
587,4093.0,4.91,20.234
588,4363.0,4.67,27.27
589,3932.0,4.71,25.65
590,4360.0,4.61,13.55
591,3858.0,4.77,33.527
592,3649.0,4.25,36.662
593,3573.0,4.86,17.797
594,3515.0,4.94,19.944
595,3886.0,4.3,35.085
596,4200.0,4.43,39.684
597,4241.0,4.46,40.336
598,4092.0,4.55,31.492
599,3846.0,4.59,22.149
600,3970.0,4.7,15.825
601,4039.0,4.48,14.147
602,3512.0,4.94,19.611
603,3927.0,4.57,16.944
604,4295.0,4.62,14.161
605,3920.0,4.63,19.608
606,4111.0,4.42,20.213
607,3924.0,4.74,14.366
608,4306.0,4.56,13.09
609,4203.0,4.66,21.991
610,4277.0,4.54,38.262
611,4323.0,4.39,16.871
612,4397.0,4.49,31.117
613,4359.0,4.66,44.59
614,4319.0,4.71,11.91
615,4365.0,4.62,14.848
616,4356.0,4.58,11.982
617,4193.0,4.6,14.305
618,4185.0,4.76,15.925
619,4097.0,4.67,20.317
620,4118.0,4.57,24.894
621,4160.0,4.63,24.131
622,3404.0,5.08,16.526
623,4319.0,4.73,26.653
624,4268.0,4.69,12.471
625,4282.0,4.71,12.878
626,3867.0,4.72,40.08
627,3968.0,4.62,14.923
628,4375.0,4.85,25.9
629,4106.0,4.64,20.458
630,3883.0,4.73,0.204
631,3439.0,4.93,37.892
632,4293.0,4.82,25.293
633,4208.0,4.67,37.053
634,3866.0,4.71,17.222
635,3347.0,4.96,42.852
636,4310.0,4.64,38.844
637,4217.0,4.77,10.796
638,4037.0,4.4,27.504
639,4153.0,4.58,28.342
640,4063.0,4.48,11.329
641,3747.0,4.74,39.584
642,3666.0,4.36,33.763
643,4163.0,4.31,24.877
644,3341.0,4.97,28.403
645,3575.0,4.85,33.792
646,3723.0,4.41,36.272
647,3732.0,4.74,21.996
648,3543.0,4.88,45.898
649,4258.0,4.69,30.654
650,3629.0,4.84,3.506
651,3428.0,4.96,46.464
652,4204.0,4.66,24.315
653,4183.0,4.47,22.878
654,3888.0,4.73,16.708
655,3918.0,4.73,17.416
656,3981.0,4.7,29.544
657,3997.0,4.7,15.348
658,4075.0,4.39,17.827
659,4085.0,4.57,44.577
660,3541.0,4.87,35.422
661,4092.0,4.51,26.128
662,3351.0,4.96,41.398
663,4211.0,4.37,18.358
664,4297.0,4.69,22.003
665,4165.0,4.51,20.207
666,3950.0,4.72,16.493
667,4350.0,4.83,17.392
668,4342.0,4.48,36.034
669,3893.0,4.74,19.338
670,3974.0,4.72,19.968
671,4356.0,4.5,20.993
672,3963.0,4.72,26.149
673,4112.0,4.65,21.046
674,4196.0,4.61,40.193
675,3675.0,4.82,19.24
676,4333.0,4.6,28.883
677,4402.0,4.61,33.553
678,4174.0,4.43,32.466
679,4104.0,4.68,12.25
680,3647.0,4.78,19.54
681,4244.0,4.66,28.128
682,4061.0,4.61,14.706
683,4142.0,4.58,33.834
684,4339.0,4.58,37.468
685,4387.0,4.71,31.529
686,4271.0,4.53,41.032
687,4309.0,4.58,9.844
688,4234.0,4.43,23.773
689,3918.0,4.45,41.477
690,4040.0,4.36,43.682
691,3840.0,4.72,18.862
692,4251.0,4.39,10.92
693,4251.0,4.52,18.716
694,4362.0,4.55,26.06
695,3776.0,4.77,37.174
696,4115.0,4.39,11.573
697,4122.0,4.45,0.48
698,4203.0,4.66,29.215
699,3756.0,4.81,27.488
700,3935.0,4.7,31.464
701,4342.0,4.68,21.405
702,3510.0,4.89,29.014
703,4287.0,4.6,42.352
704,4022.0,4.55,11.861
705,3775.0,4.77,15.688
706,4361.0,4.61,28.627
707,3901.0,4.72,29.89
708,3727.0,4.78,15.774
709,4323.0,4.68,32.275
710,4393.0,4.64,13.324
711,3889.0,4.72,16.645
712,3934.0,4.75,42.492
713,4208.0,4.58,11.517
714,4260.0,4.57,17.834
715,4388.0,4.58,18.615
716,3917.0,4.7,1.195
717,4394.0,4.82,27.894
718,3537.0,4.92,14.832
719,4317.0,4.62,13.113
720,4291.0,4.66,10.363
721,3680.0,4.55,37.568
722,4297.0,4.62,11.546
723,3410.0,4.91,23.15
724,4286.0,4.61,12.657
725,4059.0,4.65,8.063
726,3478.0,4.95,40.26
727,4388.0,4.48,9.661
728,4303.0,4.66,40.814
729,3909.0,4.41,27.783
730,3517.0,4.84,39.078
731,4244.0,4.42,5.128
732,4115.0,4.49,15.149
733,4110.0,4.39,14.505
734,4096.0,4.4,1.157
735,3810.0,4.75,25.982
736,3963.0,4.72,16.654
737,4324.0,4.63,22.594
738,3965.0,4.68,26.417
739,3607.0,4.86,23.18
740,4205.0,4.63,38.864
741,3428.0,4.9,44.763
742,3959.0,4.74,14.43
743,3988.0,4.7,31.649
744,4067.0,4.5,14.874
745,3679.0,4.82,20.429
746,3670.0,4.79,30.382
747,3936.0,4.72,29.783
748,4318.0,4.59,14.13
749,4353.0,4.61,22.173
750,4391.0,4.61,11.33
751,4353.0,4.71,12.639
752,3858.0,4.77,32.073
753,4187.0,4.67,20.959
754,4083.0,4.69,16.895
755,3804.0,4.77,5.019
756,4153.0,4.63,21.051
757,4091.0,4.57,17.062
758,4092.0,4.55,13.823
759,3918.0,4.73,13.676
760,4163.0,4.63,11.35
761,3783.0,4.79,18.752
762,4356.0,4.61,21.975
763,4212.0,4.69,20.062
764,3452.0,5.0,40.378
765,4067.0,4.54,12.566
766,4353.0,4.62,29.515
767,3926.0,4.71,28.14
768,4251.0,4.64,10.419
769,3538.0,4.84,51.96
770,3652.0,4.88,29.594
771,3752.0,4.78,19.562
772,3457.0,4.88,40.428
773,3935.0,4.63,25.826
774,4224.0,4.4,2.746
775,4300.0,4.65,37.919
776,3445.0,5.02,31.25
777,4082.0,4.56,21.327
778,3933.0,4.58,20.458
779,4140.0,4.61,28.627
780,4028.0,4.57,13.938
781,3472.0,4.94,44.121
782,4324.0,4.62,12.42
783,3859.0,4.56,18.347
784,3697.0,4.42,34.22
785,4321.0,4.35,3.28
786,4257.0,4.56,10.098
787,4290.0,4.55,29.766
788,4265.0,4.67,10.654
789,3962.0,4.71,17.869
790,3851.0,4.73,32.581
791,4296.0,4.54,1.757
792,4314.0,4.71,34.277
793,4125.0,4.51,0.386
794,3644.0,4.84,11.378
795,4353.0,4.55,17.4
796,4353.0,4.54,24.333
797,4259.0,4.44,11.934
798,3867.0,4.78,21.603
799,4288.0,4.75,39.754
800,3478.0,4.94,20.946
801,4178.0,4.62,19.605
802,3509.0,4.89,20.803
803,4031.0,4.68,32.404
804,4211.0,4.57,11.956
805,3334.0,4.97,40.462
806,4071.0,4.42,9.748
807,3829.0,4.82,14.239
808,4075.0,4.53,12.858
809,4343.0,4.59,17.234
810,3981.0,4.72,42.148
811,4324.0,4.74,19.757
812,4343.0,4.74,27.547
813,4124.0,4.63,16.079
814,3716.0,4.24,22.287
815,4016.0,4.5,11.831
816,4201.0,4.65,29.147
817,3928.0,4.47,28.362
818,3743.0,4.9,18.41
819,4263.0,4.51,11.464
820,4120.0,4.33,6.689
821,4250.0,4.45,38.464
822,4312.0,4.6,20.734
823,4015.0,4.58,17.481
824,3724.0,4.84,38.289
825,3529.0,4.9,46.456
826,4212.0,4.58,21.763
827,4203.0,4.65,10.427
828,3525.0,4.91,38.142
829,4257.0,4.54,27.316
830,3512.0,4.03,41.679
831,4312.0,4.43,1.582
832,4356.0,4.51,18.061
833,3835.0,4.76,24.306
834,3921.0,4.72,17.911
835,4069.0,4.46,13.51
836,3306.0,5.01,61.359
837,4059.0,4.5,6.345
838,4183.0,4.54,20.88
839,4213.0,4.61,21.642
840,4082.0,4.55,31.968
841,4087.0,4.57,14.563
842,3975.0,4.7,14.124
843,4266.0,4.46,29.049
844,3812.0,4.8,15.113
845,4224.0,4.55,29.636
846,3847.0,4.74,22.532
847,3718.0,4.57,19.854
848,4047.0,4.53,12.306
849,3285.0,5.02,20.284
850,4314.0,4.57,16.461
851,4166.0,4.62,15.237
852,4078.0,4.37,10.367
853,4101.0,4.6,18.058
854,3841.0,4.81,12.259
855,3789.0,4.83,31.25
856,4313.0,4.73,18.847
857,4366.0,4.69,36.03
858,4201.0,4.38,12.75
859,3836.0,4.8,30.273
860,4201.0,4.55,14.692
861,3474.0,4.96,27.456
862,4307.0,4.63,12.491
863,3999.0,4.42,38.357
864,3569.0,4.87,31.693
865,4377.0,4.5,14.047
866,4260.0,4.51,18.472
867,4267.0,4.68,41.883
868,4163.0,4.41,34.353
869,4004.0,4.33,13.581
870,4385.0,4.72,20.139
871,3778.0,4.84,18.886
872,3773.0,4.82,22.17
873,4377.0,4.39,1.361
874,3488.0,4.92,36.754
875,3843.0,4.61,0.653
876,4178.0,4.6,13.423
877,3898.0,4.78,17.779
878,4207.0,4.51,31.259
879,3381.0,4.93,46.222
880,4393.0,4.41,58.563
881,4127.0,4.66,13.177
882,3813.0,4.79,23.104
883,4378.0,4.63,36.69
884,3418.0,4.97,42.126
885,4049.0,4.49,28.508
886,4066.0,4.53,34.583
887,3589.0,4.8,45.893
888,4266.0,4.52,24.134
889,3677.0,4.85,31.32
890,4175.0,4.62,13.261
891,4160.0,4.63,43.302
892,4188.0,4.63,14.658
893,4362.0,4.47,17.127
894,4269.0,4.69,26.847
895,3897.0,4.51,31.177
896,4055.0,4.65,15.087
897,4217.0,4.62,12.822
898,4221.0,4.55,14.43
899,4262.0,4.83,38.926
900,4322.0,4.47,1.716
901,4321.0,4.65,31.836
902,3946.0,4.75,23.27
903,4038.0,4.59,49.396
904,4123.0,4.33,41.704
905,4133.0,4.83,34.447
906,4213.0,4.58,43.511
907,4048.0,4.53,26.848
908,3668.0,4.35,43.942
909,4404.0,4.79,10.092
910,4328.0,4.63,28.394
911,3951.0,4.72,31.847
912,4233.0,4.56,25.799
913,3591.0,4.93,10.729
914,4172.0,4.58,12.477
915,3997.0,4.7,29.086
916,4206.0,4.53,11.138
917,3402.0,4.98,48.559
918,4194.0,4.48,18.581
919,4297.0,4.69,37.188
920,4107.0,4.52,22.384
921,4054.0,4.55,22.086
922,4372.0,4.62,39.127
923,3783.0,4.72,1.96
924,3756.0,4.74,39.64
925,4293.0,4.67,1.584
926,3692.0,4.82,28.723
927,3897.0,4.72,32.665
928,4394.0,4.59,27.361
929,4150.0,4.54,33.621
930,4102.0,4.54,14.637
931,4278.0,4.8,18.681
932,4293.0,4.63,38.017
933,4026.0,4.69,0.745
934,4086.0,4.36,23.593
935,4110.0,4.64,41.708
936,4115.0,4.57,25.966
937,3977.0,4.72,14.943
938,3734.0,4.84,26.855
939,4317.0,4.6,15.725
940,4210.0,4.52,31.643
941,4163.0,4.71,25.098
942,4079.0,4.64,17.895
943,4246.0,4.67,40.358
944,3529.0,4.93,45.786
945,3568.0,5.0,32.002
946,3415.0,4.91,26.574
947,4014.0,4.6,13.746
948,3879.0,4.73,27.54
949,4287.0,4.6,24.578
950,4179.0,4.45,17.174
951,4211.0,4.56,0.783
952,4203.0,4.64,23.178
953,3654.0,4.91,39.301
954,4067.0,4.55,28.235
955,3735.0,4.77,21.497
956,4295.0,4.44,22.473
957,3944.0,4.54,36.948
958,4329.0,4.35,40.755
959,3830.0,4.79,17.337
960,3687.0,4.82,27.082
961,4106.0,4.52,11.658
962,4229.0,4.51,23.743
963,4205.0,4.45,12.998
964,4339.0,4.56,20.814
965,4138.0,4.66,6.871
966,3647.0,4.84,30.885
967,4089.0,4.4,5.085
968,4186.0,4.58,31.433
969,3709.0,4.81,17.566
970,4213.0,4.66,11.959
971,3644.0,4.83,27.409
972,4112.0,4.48,34.025
973,3931.0,4.72,25.4
974,4332.0,4.7,13.216
975,4121.0,4.55,19.759
976,4342.0,4.51,23.901
977,4389.0,4.41,17.958
978,4317.0,4.6,27.091
979,4300.0,4.55,17.861
980,4388.0,4.67,14.041
981,3820.0,4.78,27.055
982,4087.0,4.39,25.183
983,3632.0,4.78,45.381
984,4165.0,4.41,42.39
985,4144.0,4.78,13.406
986,4289.0,4.52,12.904
987,3887.0,4.72,15.455
988,3751.0,4.75,42.898
989,4322.0,4.69,17.006
990,3914.0,4.71,14.129
991,4403.0,4.88,31.918
992,4106.0,4.6,35.63
993,4072.0,4.47,34.051
994,3500.0,4.96,21.296
995,4313.0,4.42,4.379
996,4137.0,4.47,11.523
997,4259.0,4.71,23.496
998,4335.0,4.65,43.769
999,3982.0,4.41,23.84
1000,4279.0,4.72,23.544
1001,4258.0,4.61,24.869
1002,4348.0,4.52,3.741
1003,3423.0,4.9,53.254
1004,3799.0,4.75,19.125
1005,4364.0,4.37,33.164
1006,3744.0,4.83,38.254
1007,3982.0,4.5,23.522
1008,3686.0,4.79,18.506
1009,3817.0,4.79,8.553
1010,3957.0,4.72,38.64
1011,4125.0,4.63,42.094
1012,3719.0,4.49,32.224
1013,3794.0,4.83,37.976
1014,4023.0,4.45,11.899
1015,3992.0,4.72,33.736
1016,4117.0,4.44,22.176
1017,4032.0,4.55,13.615
1018,4159.0,4.5,13.25
1019,3590.0,4.94,21.493
1020,3312.0,4.99,41.45
1021,3460.0,4.88,47.719
1022,4102.0,4.51,15.032
1023,3966.0,4.43,15.0
1024,4196.0,4.55,22.242
1025,3969.0,4.69,41.933
1026,3903.0,4.72,23.398
1027,4199.0,4.75,21.942
1028,4303.0,4.75,37.903
1029,3612.0,4.8,7.907
1030,3729.0,4.8,31.346
1031,4242.0,4.7,20.421
1032,4360.0,4.61,23.752
1033,4132.0,4.54,20.873
1034,3967.0,4.7,36.617
1035,3702.0,4.81,15.527
1036,3435.0,4.9,41.434
1037,3490.0,4.92,54.037
1038,3404.0,4.91,4.351
1039,4355.0,4.68,29.592
1040,4384.0,4.57,35.535
1041,4204.0,4.56,21.909
1042,4300.0,4.72,28.323
1043,4272.0,4.58,40.277
1044,4121.0,4.59,15.908
1045,3708.0,4.76,21.051
1046,3921.0,4.51,20.821
1047,4320.0,4.72,20.59
1048,4269.0,4.6,38.23
1049,3439.0,4.95,21.806
1050,3779.0,4.83,29.047
1051,4090.0,4.43,18.061
1052,4314.0,4.64,19.767
1053,4331.0,4.67,11.603
1054,3985.0,4.71,15.8
1055,4233.0,4.52,14.952
1056,4268.0,4.58,23.42
1057,4138.0,4.65,11.967
1058,3732.0,4.82,36.366
1059,4324.0,4.29,0.687
1060,4311.0,4.63,13.119
1061,4180.0,4.61,13.695
1062,4034.0,4.41,36.873
1063,4287.0,4.69,11.449
1064,4095.0,4.75,38.604
1065,3710.0,4.83,31.198
1066,4302.0,4.63,28.798
1067,4219.0,4.48,43.739
1068,4222.0,4.52,29.729
1069,3752.0,4.79,34.623
1070,3635.0,4.81,18.676
1071,3687.0,4.79,26.034
1072,3982.0,4.7,16.985
1073,4189.0,4.62,23.039
1074,3959.0,4.72,17.829
1075,3367.0,5.01,33.367
1076,4296.0,4.67,29.707
1077,4091.0,4.48,11.312
1078,4264.0,4.33,3.486
1079,4388.0,4.62,10.706
1080,3448.0,4.93,26.092
1081,4312.0,4.68,11.685
1082,4264.0,4.58,12.725
1083,3546.0,4.89,19.262
1084,4098.0,4.67,36.838
1085,3748.0,4.79,19.346
1086,3916.0,4.73,31.893
1087,3738.0,4.77,40.734
1088,4383.0,4.36,35.492
1089,4165.0,4.46,30.95
1090,4370.0,4.65,23.454
1091,4361.0,4.75,12.372
1092,3898.0,4.72,29.899
1093,4327.0,4.6,18.68
1094,3742.0,4.75,3.58
1095,3783.0,4.78,15.45
1096,4316.0,4.49,10.023
1097,4359.0,4.84,16.857
1098,4264.0,4.62,41.869
1099,4322.0,4.6,15.763
1100,4267.0,4.41,11.438
1101,4286.0,4.55,18.903
1102,4244.0,4.64,24.003
1103,4404.0,4.48,34.307
1104,4308.0,4.59,34.963
1105,4294.0,4.53,18.078
1106,3939.0,4.72,18.215
1107,4135.0,4.74,22.316
1108,4060.0,4.44,23.5
1109,3929.0,4.72,35.171
1110,4093.0,4.51,32.547
1111,3692.0,4.79,19.666
1112,4364.0,4.53,31.567
1113,4087.0,4.55,35.837
1114,4246.0,4.53,12.071
1115,4082.0,4.67,25.607
1116,4278.0,4.65,27.198
1117,3815.0,4.6,43.152
1118,4358.0,4.63,12.429
1119,3967.0,4.38,9.363
1120,4105.0,4.42,19.669
1121,4292.0,4.48,13.441
1122,3846.0,4.76,18.851
1123,4118.0,4.39,23.131
1124,3700.0,4.83,22.27
1125,3962.0,4.71,22.719
1126,3884.0,4.71,22.151
1127,4357.0,4.46,28.032
1128,3474.0,4.91,27.739
1129,4097.0,4.59,16.856
1130,3752.0,4.78,16.551
1131,3893.0,4.73,13.193
1132,4163.0,4.49,11.823
1133,3992.0,4.7,38.914
1134,3490.0,4.9,44.862
1135,4308.0,4.54,13.433
1136,4363.0,4.52,32.568
1137,4097.0,4.54,24.169
1138,4378.0,4.31,32.437
1139,4252.0,4.58,29.464
1140,3511.0,4.92,20.968
1141,4360.0,4.71,22.066
1142,4282.0,4.45,0.652
1143,4060.0,4.3,19.987
1144,4296.0,4.64,38.705
1145,4353.0,4.73,10.957
1146,4092.0,4.6,18.754
1147,4202.0,4.49,31.912
1148,4078.0,4.44,44.854
1149,4210.0,4.62,33.31
1150,3835.0,4.79,33.568
1151,3617.0,4.93,24.704
1152,4147.0,4.61,27.636
1153,4251.0,4.37,1.912
1154,3879.0,4.73,37.797
1155,3963.0,4.71,13.209
1156,4138.0,4.47,34.834
1157,4181.0,4.64,24.079
1158,3652.0,4.88,18.423
1159,3640.0,4.92,34.239
1160,4149.0,4.53,15.222
1161,4084.0,4.56,14.447
1162,4148.0,4.33,36.28
1163,3911.0,4.62,20.777
1164,4149.0,4.45,13.289
1165,4251.0,4.59,24.422
1166,4257.0,4.54,28.857
1167,4254.0,4.71,36.341
1168,4119.0,4.54,29.939
1169,4324.0,4.75,29.628
1170,4132.0,4.59,35.037
1171,3649.0,4.84,22.871
1172,4100.0,4.58,36.566
1173,3356.0,4.95,55.079
1174,3590.0,4.87,20.688
1175,3954.0,4.72,26.724
1176,3771.0,4.78,15.464
1177,4191.0,4.58,28.485
1178,3986.0,4.71,13.44
1179,3473.0,4.95,51.015
1180,4147.0,4.47,9.909
1181,4261.0,4.71,11.675
1182,3934.0,4.71,13.795
1183,4354.0,4.58,38.945
1184,3876.0,4.74,32.325
1185,3919.0,4.72,16.812
1186,4041.0,4.37,50.479
1187,4201.0,4.6,28.129
1188,3905.0,4.71,30.957
1189,4153.0,4.6,20.697
1190,4215.0,4.59,16.348
1191,3980.0,4.72,12.997
1192,4022.0,4.57,35.051
1193,3890.0,4.7,24.868
1194,4064.0,4.46,14.379
1195,4333.0,4.6,28.291
1196,3722.0,4.8,19.32
1197,4158.0,4.65,31.187
1198,4113.0,4.62,24.347
1199,4325.0,4.69,35.13
1200,4335.0,4.62,12.424
